map,name,rating,no of rating,type,address,Latitude,Longitude
https://www.google.com/maps/place/Prithvi+Cafe/data=!4m7!3m6!1s0x3be7c9ea57688fa3:0xefc0e4027133d0bc!8m2!3d19.1061284!4d72.8258128!16s%2Fg%2F11r902nyx!19sChIJo49oV-rJ5zsRvNAzcQLkwO8?authuser=0&hl=en&rclk=1,Prithvi Cafe,4.4,"-17,302",other,"20, Janki Kutir Apartment, Alongside Prithvi Theatre, Juhu Church Rd",19.1061284,72.8258128
https://www.google.com/maps/place/Le+Cafe/data=!4m7!3m6!1s0x3be7c77779897883:0x9abb47495273443!8m2!3d19.0615942!4d72.899741!16s%2Fg%2F11h40ygmdy!19sChIJg3iJeXfH5zsRQzQnlXS0qwk?authuser=0&hl=en&rclk=1,Le Cafe,4.4,"-2,432",other,"Jewel of chembur, 1st Road, Opp Bmc OFFice, Near Natraj Cinema",19.0615942,72.899741
https://www.google.com/maps/place/Boojee+Cafe/data=!4m7!3m6!1s0x3be7c950382c58a5:0x31ebdefaca4c2e32!8m2!3d19.0606124!4d72.8244413!16s%2Fg%2F11hzhfyyzf!19sChIJpVgsOFDJ5zsRMi5Myvre6zE?authuser=0&hl=en&rclk=1,Boojee Cafe,4.7,"-3,104",other,"Shop No 6, New kantwadi, Off, Perry Cross Rd",19.0606124,72.8244413
https://www.google.com/maps/place/Pali+Village+Caf%C3%A9/data=!4m7!3m6!1s0x3be7c9149fb7f017:0xacaac82ab61a1561!8m2!3d19.062202!4d72.8293888!16s%2Fg%2F1tlvm_kd!19sChIJF_C3nxTJ5zsRYRUatirIqqw?authuser=0&hl=en&rclk=1,Pali Village Café,4.3,"-1,727",other,"10, Pali Mala Rd",19.062202,72.8293888
https://www.google.com/maps/place/Kala+Ghoda+Cafe/data=!4m7!3m6!1s0x3be7d1c30a9927b9:0x93f817f1a8e74b23!8m2!3d18.9284954!4d72.8322067!16s%2Fg%2F1td7516y!19sChIJuSeZCsPR5zsRI0vnqPEX-JM?authuser=0&hl=en&rclk=1,Kala Ghoda Cafe,4.4,"-4,352",other,"10, Rope Walk Ln",18.9284954,72.8322067
https://www.google.com/maps/place/Cafe+Istaa/data=!4m7!3m6!1s0x3be7c8d3690e6127:0xdae277b0048abce2!8m2!3d19.04191!4d72.8611228!16s%2Fg%2F11b8t77glf!19sChIJJ2EOadPI5zsR4ryKBLB34to?authuser=0&hl=en&rclk=1,Cafe Istaa,4.5,"-4,208",other,"New CHS Ltd, 12A/1, RL Kelkar Rd",19.04191,72.8611228
https://www.google.com/maps/place/Birdsong+Organic+Cafe/data=!4m7!3m6!1s0x3be7c940815e3331:0x7a6d5f4613104903!8m2!3d19.054033!4d72.8275039!16s%2Fg%2F1pp2twzrk!19sChIJMTNegUDJ5zsRA0kQE0ZfbXo?authuser=0&hl=en&rclk=1,Birdsong Organic Cafe,4.1,"-2,178",other,"Jenu Jenai, Off. Hill Road, Shop No. 1-5, Waroda Rd",19.054033,72.8275039
https://www.google.com/maps/place/Grandmama%27s+All+Day+Cafe/data=!4m7!3m6!1s0x3be7c9a2a9fa620b:0x6d4348a182244a0e!8m2!3d19.053038!4d72.897681!16s%2Fg%2F11cs6b7g73!19sChIJC2L6qaLJ5zsRDkokgqFIQ20?authuser=0&hl=en&rclk=1,Grandmama's All Day Cafe,4.2,"-9,911",other,"Ground Floor, Sunny Estate, Sion - Trombay Rd",19.053038,72.897681
https://www.google.com/maps/place/Leopold+Cafe/data=!4m7!3m6!1s0x3be7d1c0fb6b23a9:0x1ccd311198f0c5a2!8m2!3d18.9226402!4d72.8316401!16s%2Fm%2F04zww53!19sChIJqSNr-8DR5zsRosXwmBExzRw?authuser=0&hl=en&rclk=1,Leopold Cafe,4.2,"-28,093",other,"Police Station, Shahid Bhagat Singh Road, Colaba Causeway, near Colaba",18.9226402,72.8316401
https://www.google.com/maps/place/Mumbai+Bistro+-+The+Cafe/data=!4m7!3m6!1s0x3be7cec3c1d37e3f:0x78bf5e5f0855e454!8m2!3d19.0163364!4d72.8351475!16s%2Fg%2F11dfgmzjkk!19sChIJP37TwcPO5zsRVORVCF9ev3g?authuser=0&hl=en&rclk=1,Mumbai Bistro - The Cafe,4,"-1,457",other,"Shop No.3, Building by, SUGEE SADAN by SUGEE GROUP, Gokhale Rd",19.0163364,72.8351475
https://www.google.com/maps/place/Poolside+Cafe/data=!4m7!3m6!1s0x3be7c8a5efce1f81:0xb45ae86d0abbe42!8m2!3d19.052716!4d72.8920261!16s%2Fg%2F1s049zp_8!19sChIJgR_O76XI5zsRQr6r0IauRQs?authuser=0&hl=en&rclk=1,Poolside Cafe,3.8,-6,other,The Fern Residency,19.052716,72.8920261
"https://www.google.com/maps/place/Grandmama%27s+Cafe,+Dadar+East/data=!4m7!3m6!1s0x3be7cede9b21ed89:0x558fbfc5f400023c!8m2!3d19.0168049!4d72.8461869!16s%2Fg%2F11bwkxh23k!19sChIJie0hm97O5zsRPAIA9MW_j1U?authuser=0&hl=en&rclk=1","Grandmama's Cafe, Dadar East",4.1,"-8,016",other,"Dharamputra Pritam Estate, 20 & 21, Dr Baba Saheb Ambedkar Rd",19.0168049,72.8461869
https://www.google.com/maps/place/Farmer+cafe/data=!4m7!3m6!1s0x3be7c913a043cfe1:0x8df5ba29e8ec0b83!8m2!3d19.0671729!4d72.8329343!16s%2Fg%2F11f03qwfd1!19sChIJ4c9DoBPJ5zsRgwvs6Cm69Y0?authuser=0&hl=en&rclk=1,Farmer cafe,4.3,"-2,903",other,"Shop No.1, Celeste Bldg, Plot No. 470, Kinchin CHS, 14th Rd",19.0671729,72.8329343
https://www.google.com/maps/place/Garde+Manger+Cafe+and+BAKERY/data=!4m7!3m6!1s0x3be7c84ab064da91:0xf60db7187c30646d!8m2!3d19.1048075!4d72.8522921!16s%2Fg%2F11c1pls_ft!19sChIJkdpksErI5zsRbWQwfBi3DfY?authuser=0&hl=en&rclk=1,Garde Manger Cafe and BAKERY,4.3,"-1,618",other,"Shop No 1 , Parmar Housing Society Paranjape B Scheme, Rd Number 1, beside Natural Ice Cream",19.1048075,72.8522921
https://www.google.com/maps/place/Tea+Villa+Caf%C3%A9/data=!4m7!3m6!1s0x3be7c93dd829582d:0x7bf00fa002881ef4!8m2!3d19.0557822!4d72.8340128!16s%2Fg%2F11c3xdgbbx!19sChIJLVgp2D3J5zsR9B6IAqAP8Hs?authuser=0&hl=en&rclk=1,Tea Villa Café,4,"-4,120",Tea,"Hill Rd, opp. Marks & Spencer",19.0557822,72.8340128
https://www.google.com/maps/place/Barista/data=!4m7!3m6!1s0x3be7c8a7c5e0f3fd:0x62521fe9b92b5f44!8m2!3d19.0519127!4d72.9007784!16s%2Fg%2F1tfcg6z0!19sChIJ_fPgxafI5zsRRF8ruekfUmI?authuser=0&hl=en&rclk=1,Barista,3.9,"-1,358",Coffee,"Shop No 1, Garden Apartment, opp. K Star Mall",19.0519127,72.9007784
https://www.google.com/maps/place/Leaping+Windows/data=!4m7!3m6!1s0x3be7b60fa977dd83:0x504f973f3b5d9668!8m2!3d19.1387888!4d72.81339!16s%2Fg%2F119vr_mwt!19sChIJg913qQ-25zsRaJZdOz-XT1A?authuser=0&hl=en&rclk=1,Leaping Windows,4.6,"-2,215",Coffee,"Corner View, 3, Dr.Ashok Chopra Marg, Opp. Bianca Towers",19.1387888,72.81339
https://www.google.com/maps/place/The+Mumbai+Local+Cafe/data=!4m7!3m6!1s0x3be7c90e53030669:0x6e17d0962982df7c!8m2!3d19.0458063!4d72.8968108!16s%2Fg%2F11l2rkvk_6!19sChIJaQYDUw7J5zsRfN-CKZbQF24?authuser=0&hl=en&rclk=1,The Mumbai Local Cafe,,,other,"Building No - 32, presidency golf club, DR. CG Road Chembur colony Near RCF Gate- 3 / The, Besides",19.0458063,72.8968108
https://www.google.com/maps/place/Friends+Bench+All+Day+Caf%C3%A8/data=!4m7!3m6!1s0x3be7c9b4370182c5:0x6b63e2ee13bf7a51!8m2!3d19.1016727!4d72.846973!16s%2Fg%2F11c3188q0n!19sChIJxYIBN7TJ5zsRUXq_E-7iY2s?authuser=0&hl=en&rclk=1,Friends Bench All Day Cafè,4.3,"-1,053",other,"1, Chiranjeev, Chittaranjan Rd",19.1016727,72.846973
https://www.google.com/maps/place/The+Homemade+Cafe/data=!4m7!3m6!1s0x3be7b63f62c90311:0xd551771883e69efc!8m2!3d19.1495554!4d72.8316632!16s%2Fg%2F11bxb9j1b7!19sChIJEQPJYj-25zsR_J7mgxh3UdU?authuser=0&hl=en&rclk=1,The Homemade Cafe,4.3,"-1,657",other,"Shop No. 4, 41, kaveri Building, Near, Oshiwara Police Station Rd",19.1495554,72.8316632
https://www.google.com/maps/place/Zen+Cafe/data=!4m7!3m6!1s0x3be7ce8b9875f419:0xa543446c5e9d7705!8m2!3d18.9276695!4d72.8330044!16s%2Fg%2F1hjhb4pqg!19sChIJGfR1mIvO5zsRBXedXmxEQ6U?authuser=0&hl=en&rclk=1,Zen Cafe,4.3,-926,other,"Fort Foundation Building, Bake House Ln",18.9276695,72.8330044
https://www.google.com/maps/place/Cafe+Free+India/data=!4m7!3m6!1s0x3be7ceec7dbd4415:0x41bb809353b0e8e0!8m2!3d19.0056126!4d72.8310346!16s%2Fg%2F124t2f2wb!19sChIJFUS9fezO5zsR4OiwU5OAu0E?authuser=0&hl=en&rclk=1,Cafe Free India,4.2,"-1,682",other,"39/41, Ground Floor, 400013, NM Joshi Marg, opposite Deepak Cinema",19.0056126,72.8310346
https://www.google.com/maps/place/Breve+Cafe/data=!4m7!3m6!1s0x3be7c9b0c92d3b85:0x32ba6990eadb0093!8m2!3d19.0506206!4d72.8265991!16s%2Fg%2F11sfrth4tq!19sChIJhTstybDJ5zsRkwDb6pBpujI?authuser=0&hl=en&rclk=1,Breve Cafe,4.3,-331,other,"Shop No.12, Pearl Haven Apartments, Chapel Rd",19.0506206,72.8265991
https://www.google.com/maps/place/Mockingbird+Cafe+Bar/data=!4m7!3m6!1s0x3be7d1e7a1ae8dc5:0x470f3f1aff27975c!8m2!3d18.9335015!4d72.826275!16s%2Fg%2F11cl__cx60!19sChIJxY2uoefR5zsRXJcn_xo_D0c?authuser=0&hl=en&rclk=1,Mockingbird Cafe Bar,4.4,"-6,701",other,"80, Veer Nariman Rd",18.9335015,72.826275
https://www.google.com/maps/place/Tea+Villa+Cafe/data=!4m7!3m6!1s0x3be7c9b5c41e2953:0x3141d11fea28b0a0!8m2!3d19.1032658!4d72.8467712!16s%2Fg%2F11b5pkb4kb!19sChIJUykexLXJ5zsRoLAo6h_RQTE?authuser=0&hl=en&rclk=1,Tea Villa Cafe,3.9,"-3,575",other,"And, Pardhy House Opposite Jain Temple Junction Of MG Road, Hanuman Rd",19.1032658,72.8467712
https://www.google.com/maps/place/Candies/data=!4m7!3m6!1s0x3be7c96b3b51538b:0xaddb4eebfe34c0fe!8m2!3d19.0610866!4d72.8266907!16s%2Fg%2F1tg7_ypx!19sChIJi1NRO2vJ5zsR_sA0_utO260?authuser=0&hl=en&rclk=1,Candies,4.3,"-14,928",other,"5AA Pali Hill, Bandra (W), next to Learners Academy School",19.0610866,72.8266907
https://www.google.com/maps/place/Mumbai+chembur/data=!4m7!3m6!1s0x3be7c7db5d54ac7b:0xab72353103b418e0!8m2!3d19.0455603!4d72.9120104!16s%2Fg%2F11v9c5tt59!19sChIJe6xUXdvH5zsR4Bi0AzE1cqs?authuser=0&hl=en&rclk=1,Mumbai chembur,,,Coffee,"2WW6+6RC, Mumbai Hwy",19.0455603,72.9120104
https://www.google.com/maps/place/Mani%27s+cafe/data=!4m7!3m6!1s0x3be7c9509ee94ef3:0x42a1d380884a8141!8m2!3d19.0617349!4d72.8980093!16s%2Fg%2F11h77_hkm1!19sChIJ807pnlDJ5zsRQYFKiIDToUI?authuser=0&hl=en&rclk=1,Mani's cafe,4.4,-916,other,opposite Fine arts,19.0617349,72.8980093
https://www.google.com/maps/place/Earth+Cafe+@+Waterfield/data=!4m7!3m6!1s0x3be7c9be9b3857c9:0x69f91c41e32b5181!8m2!3d19.0590714!4d72.834038!16s%2Fg%2F11fj7mg427!19sChIJyVc4m77J5zsRgVEr40Ec-Wk?authuser=0&hl=en&rclk=1,Earth Cafe @ Waterfield,4.5,"-1,230",other,"Durga Chambers, Waterfield Road, above Pernia's Pop Up MEN",19.0590714,72.834038
https://www.google.com/maps/place/Aromas+Caf%C3%A9+%26+Bistro/data=!4m7!3m6!1s0x3be7c9c4df278be9:0x4643250f0e0c98ab!8m2!3d19.114463!4d72.8367054!16s%2Fg%2F11cmpz5v4z!19sChIJ6Ysn38TJ5zsRq5gMDg8lQ0Y?authuser=0&hl=en&rclk=1,Aromas Café & Bistro,4.1,"-3,283",other,"Gazebo House, 52, Ground Floor, Gulmohar Rd, below Country Club Fitness",19.114463,72.8367054
https://www.google.com/maps/place/StayNout+caf%C3%A9/data=!4m7!3m6!1s0x3be7b85fc0245733:0xc03c9c32fec016b9!8m2!3d19.1617441!4d72.9445367!16s%2Fg%2F11fx8jk3cc!19sChIJM1ckwF-45zsRuRbA_jKcPMA?authuser=0&hl=en&rclk=1,StayNout café,4.1,-22,other,"5W6V+MRV, Goregaon-mulund link road, opp. Runwal greens, Near. The food studio restaurant, mulund west",19.1617441,72.9445367
https://www.google.com/maps/place/Cafe+Bombay/data=!4m7!3m6!1s0x3be7c9fd13b95c77:0xf9e7f44bf1747432!8m2!3d19.0660064!4d72.8649826!16s%2Fg%2F11v0ykjbsy!19sChIJd1y5E_3J5zsRMnR08Uv05_k?authuser=0&hl=en&rclk=1,Cafe Bombay,4.7,-3,other,"T7, G-ECI-9, Cafe, Bharat Diamond Bourse",19.0660064,72.8649826
https://www.google.com/maps/place/Cafe+Reed+Mumbai/data=!4m7!3m6!1s0x3be7cf20bf918639:0xa53836d56a0900e!8m2!3d19.0067083!4d72.8327255!16s%2Fg%2F11p59x2qwc!19sChIJOYaRvyDP5zsRDpCgVm2DUwo?authuser=0&hl=en&rclk=1,Cafe Reed Mumbai,4.6,-301,other,"8th Floor, Tower 2A, One World Center",19.0067083,72.8327255
https://www.google.com/maps/place/Aromas+Caf%C3%A9+%26+Bistro/data=!4m7!3m6!1s0x3be7c7e607a36849:0x75bc319b8a39b154!8m2!3d19.1169277!4d72.9098968!16s%2Fg%2F1tzgh2t1!19sChIJSWijB-bH5zsRVLE5ipsxvHU?authuser=0&hl=en&rclk=1,Aromas Café & Bistro,4.3,"-8,359",other,"Ventura Building, G6, Central Ave, opposite DMart",19.1169277,72.9098968
https://www.google.com/maps/place/Friends+Cafe/data=!4m7!3m6!1s0x3be7c9be72633a6d:0x73fc847195b8e883!8m2!3d19.0423568!4d72.8727338!16s%2Fg%2F11pw7c6skd!19sChIJbTpjcr7J5zsRg-i4lXGE_HM?authuser=0&hl=en&rclk=1,Friends Cafe,5,-8,other,"Shop no 1, near Sundar vihar hotel",19.0423568,72.8727338
https://www.google.com/maps/place/Kabira%27s+Cafe/data=!4m7!3m6!1s0x3be7c9230ab7a14b:0x494b54294d6f7167!8m2!3d19.0507233!4d72.8302269!16s%2Fg%2F11jtsnbc42!19sChIJS6G3CiPJ5zsRZ3FvTSlUS0k?authuser=0&hl=en&rclk=1,Kabira's Cafe,4.6,-488,other,"Shop no, National Centre For Training And Research 1, 88, KC Marg",19.0507233,72.8302269
https://www.google.com/maps/place/Spice+Laundry+Terrace/data=!4m7!3m6!1s0x3be7c735e1e61505:0x1c7f1356090cc999!8m2!3d19.0609527!4d72.8996522!16s%2Fg%2F11p16pxhn6!19sChIJBRXm4TXH5zsRmckMCVYTfxw?authuser=0&hl=en&rclk=1,Spice Laundry Terrace,4.3,"-1,247",other,"2nd floor, Amul commercial society Ltd, Rd No. 1, opp. BMC Office",19.0609527,72.8996522
https://www.google.com/maps/place/Lotus+Cafe/data=!4m7!3m6!1s0x3be7c936896f55bd:0xf340c3b4e1d806f1!8m2!3d19.102037!4d72.825914!16s%2Fg%2F11jqbl9yl9!19sChIJvVVviTbJ5zsR8QbY4bTDQPM?authuser=0&hl=en&rclk=1,Lotus Cafe,4.6,-710,other,"JW Marriott, Jw Marriott Mumbai Juhu, Juhu Tara Rd",19.102037,72.825914
https://www.google.com/maps/place/Caf%C3%A9+Coffee+Day/data=!4m7!3m6!1s0x3be7c60a3f9083dd:0x5e0945c16065419b!8m2!3d19.0441419!4d72.9186958!16s%2Fg%2F124sxrz55!19sChIJ3YOQPwrG5zsRm0FlYMFFCV4?authuser=0&hl=en&rclk=1,Café Coffee Day,4,"-1,159",other,"Ground Floor, Patil Villa Building, Sion - Trombay Rd",19.0441419,72.9186958
https://www.google.com/maps/place/Coffee+Culture/data=!4m7!3m6!1s0x3be7c87d78f812f9:0x8438611e7607cf1!8m2!3d19.0865484!4d72.8897354!16s%2Fg%2F11fylysyqy!19sChIJ-RL4eH3I5zsR8Xxg5xGGQwg?authuser=0&hl=en&rclk=1,Coffee Culture,4.2,"-1,296",other,"Shop 38 - 39, Lal Bahadur Shastri Marg",19.0865484,72.8897354
https://www.google.com/maps/place/Silver+Beach+Cafe/data=!4m7!3m6!1s0x3be7c9e8ad36e715:0x7d7e574f5521bf30!8m2!3d19.1141344!4d72.8243212!16s%2Fg%2F1262ppgfq!19sChIJFec2rejJ5zsRML8hVU9Xfn0?authuser=0&hl=en&rclk=1,Silver Beach Cafe,4.2,"-1,780",other,"Jal Darshan Building, 94/6, Shri GB Jukar Marg, beside Juhu Tara",19.1141344,72.8243212
https://www.google.com/maps/place/August+Cafe/data=!4m7!3m6!1s0x3be7b6181c9ac959:0xbd0f2243403e1bdc!8m2!3d19.137403!4d72.8270394!16s%2Fg%2F11f3r7msf1!19sChIJWcmaHBi25zsR3Bs-QEMiD70?authuser=0&hl=en&rclk=1,August Cafe,4.3,"-1,989",other,"A-3, Sastri Nagar Rd",19.137403,72.8270394
https://www.google.com/maps/place/Cafe+Mysore/data=!4m7!3m6!1s0x3be7cf2976539f95:0x4a3070fe0a4f9861!8m2!3d19.0277433!4d72.8553048!16s%2Fg%2F1tcxn45y!19sChIJlZ9TdinP5zsRYZhPCv5wMEo?authuser=0&hl=en&rclk=1,Cafe Mysore,4.2,"-4,430",other,"Durlabh Niwas, 1/461, Dr Baba Saheb Ambedkar Rd, Opp B.N. Maheshwari Udyan",19.0277433,72.8553048
https://www.google.com/maps/place/BEST+BUDDY%27S+CAFE/data=!4m7!3m6!1s0x3be7b63f470f32b1:0xa958e1084c0a448!8m2!3d19.1497797!4d72.8316816!16s%2Fg%2F11dymbydx2!19sChIJsTIPRz-25zsRSKTAhBCOlQo?authuser=0&hl=en&rclk=1,BEST BUDDY'S CAFE,4.1,-133,other,"SHOP NO. 1, BUILDING NO. 42, MATRUCHHAY CHSL, Oshiwara Police Station Road, ,Andheri West",19.1497797,72.8316816
https://www.google.com/maps/place/Roots+Cafe/data=!4m7!3m6!1s0x3be7c81568c74ff5:0x4ffc58567f410bc0!8m2!3d19.1096771!4d72.8759816!16s%2Fg%2F11f__7fvdt!19sChIJ9U_HaBXI5zsRwAtBf1ZY_E8?authuser=0&hl=en&rclk=1,Roots Cafe,4.1,-150,other,Airport Rd,19.1096771,72.8759816
https://www.google.com/maps/place/Pondich%C3%A9ry+Caf%C3%A9+-+All-day+Dining/data=!4m7!3m6!1s0x3be7c8eeaf83fd9b:0x15430182f5e6edfd!8m2!3d19.0675384!4d72.8689353!16s%2Fg%2F12600brll!19sChIJm_2Dr-7I5zsR_e3m9YIBQxU?authuser=0&hl=en&rclk=1,Pondichéry Café - All-day Dining,4.5,"-1,863",other,"Sofitel Mumbai Bkc, C 57",19.0675384,72.8689353
https://www.google.com/maps/place/The+Bagel+Shop/data=!4m7!3m6!1s0x3be7c96c7e09c42f:0xecda0ef79277f502!8m2!3d19.063307!4d72.8249281!16s%2Fg%2F1tdq90yt!19sChIJL8QJfmzJ5zsRAvV3kvcO2uw?authuser=0&hl=en&rclk=1,The Bagel Shop,4.2,"-2,332",other,"30, Pali Mala Rd",19.063307,72.8249281
https://www.google.com/maps/place/BeanKaffee/data=!4m7!3m6!1s0x3be7c9f7f16a1111:0x4cd90c2ba1043804!8m2!3d19.0701863!4d72.8980865!16s%2Fg%2F11tn97tr70!19sChIJERFq8ffJ5zsRBDgEoSsM2Uw?authuser=0&hl=en&rclk=1,BeanKaffee,4.9,-107,other,"Shop no.5, Bldg no.10, Durga Sadan, Society",19.0701863,72.8980865
https://www.google.com/maps/place/I+CAFE/data=!4m7!3m6!1s0x3be7c9e9110193bf:0x8556eb330ca28774!8m2!3d19.0519426!4d72.829369!16s%2Fg%2F11h1z1zjzz!19sChIJv5MBEenJ5zsRdIeiDDPrVoU?authuser=0&hl=en&rclk=1,I CAFE,4.7,-244,other,,19.0519426,72.829369
https://www.google.com/maps/place/Cafe+Madras%C2%AE%EF%B8%8F/data=!4m7!3m6!1s0x3be7cf28fa60319d:0xf8101e76f66ded35!8m2!3d19.0276203!4d72.8550415!16s%2Fg%2F1tlbs5wz!19sChIJnTFg-ijP5zsRNe1t9nYeEPg?authuser=0&hl=en&rclk=1,Cafe Madras®️,4.4,"-24,089",other,"GROUND FLOOR KAMAKSHI BUILDING, 391/B, Bhaudaji Rd",19.0276203,72.8550415
https://www.google.com/maps/place/URBAN+STREET+CAFE/data=!4m7!3m6!1s0x3be7c90fea6dfe6d:0xea9f52ed57a8d43c!8m2!3d19.0710071!4d72.8383107!16s%2Fg%2F11bw2g0jpx!19sChIJbf5t6g_J5zsRPNSoV-1Sn-o?authuser=0&hl=en&rclk=1,URBAN STREET CAFE,4,-887,other,"URBAN STREET CAFE, BHAVYA PLAZA, NEAR STATION KHAR, 1st Rd",19.0710071,72.8383107
https://www.google.com/maps/place/Third+Wave+Coffee/data=!4m7!3m6!1s0x3be7c9a0482cb25d:0xa4c1b70dcaa0d539!8m2!3d19.0718611!4d72.8765556!16s%2Fg%2F11try3bffj!19sChIJXbIsSKDJ5zsROdWgyg23waQ?authuser=0&hl=en&rclk=1,Third Wave Coffee,4.9,-248,other,"Equinox Tower 3, Lal Bahadur Shastri Road, Road, off BKC",19.0718611,72.8765556
https://www.google.com/maps/place/S+Cafe/data=!4m7!3m6!1s0x3be7cfc373787785:0x58491d2714375206!8m2!3d19.0279516!4d72.8920297!16s%2Fg%2F11s63lp8_w!19sChIJhXd4c8PP5zsRBlI3FCcdSVg?authuser=0&hl=en&rclk=1,S Cafe,4.5,-4,other,"Shop no 3, Mamta deep Heights, Mahul Rd",19.0279516,72.8920297
https://www.google.com/maps/place/Cafe+Milan+Bakery/data=!4m7!3m6!1s0x3be7c9a5c8f5194d:0xb44c1770d6983e54!8m2!3d19.0624623!4d72.8766445!16s%2Fg%2F1ptwg6ndm!19sChIJTRn1yKXJ5zsRVD6Y1nAXTLQ?authuser=0&hl=en&rclk=1,Cafe Milan Bakery,4.2,-46,other,SHOP NO 3,19.0624623,72.8766445
https://www.google.com/maps/place/Cafe+kailas/data=!4m7!3m6!1s0x3be7c8cfbb18a223:0x4565a3888c5c0bc0!8m2!3d19.0475753!4d72.8654396!16s%2Fg%2F11f125bsct!19sChIJI6IYu8_I5zsRwAtcjIijZUU?authuser=0&hl=en&rclk=1,Cafe kailas,5,-5,other,N S Mankikar road shop no 1 near Sion tank Mumbai 400022,19.0475753,72.8654396
https://www.google.com/maps/place/Plush+caf%C3%A9/data=!4m7!3m6!1s0x3be7c9ac987e4ce3:0xc11fdd346ee12040!8m2!3d19.065097!4d72.8308468!16s%2Fg%2F11nfrjf297!19sChIJ40x-mKzJ5zsRQCDhbjTdH8E?authuser=0&hl=en&rclk=1,Plush café,4.6,-506,other,"Shop no 1 Simple Premises 16th road Bandra Opposite Canara Bank, near Mini Punjab",19.065097,72.8308468
https://www.google.com/maps/place/Mumbai+Steet+Cafe+%28Mr+%26+Mrs+Chef%29/data=!4m7!3m6!1s0x3be7cf11b2d1f811:0x7b2014436a1bd6a1!8m2!3d19.0064438!4d72.8304375!16s%2Fg%2F11ht5fdfqw!19sChIJEfjRshHP5zsRodYbakMUIHs?authuser=0&hl=en&rclk=1,Mumbai Steet Cafe (Mr & Mrs Chef),,,other,"Shilpa Tower, 201/ B",19.0064438,72.8304375
https://www.google.com/maps/place/Modern+Education+Society%27s+Mumbai+Campus+%28Ruparel+College+New+Law+College%29+Cafe/data=!4m7!3m6!1s0x3be7ced0d37102ab:0xa3f04660e324c0e9!8m2!3d19.0270026!4d72.845487!16s%2Fg%2F124sxn9ql!19sChIJqwJx09DO5zsR6cAk42BG8KM?authuser=0&hl=en&rclk=1,Modern Education Society's Mumbai Campus (Ruparel College New Law College) Cafe,4.2,-88,other,"2RGW+R55, Senapati Bapat Marg",19.0270026,72.845487
https://www.google.com/maps/place/Coffee+TakeAway/data=!4m7!3m6!1s0x3be7c9e8c3957767:0x6d2f529dba3b3b2d!8m2!3d19.0452711!4d72.8970463!16s%2Fg%2F11jsgb8558!19sChIJZ3eVw-jJ5zsRLTs7up1SL20?authuser=0&hl=en&rclk=1,Coffee TakeAway,4.7,-41,Coffee,"MS Bldg No 22, Flat 768, Ground Floor Hari Om Co-op Housing Society, opposite Vijay General Store",19.0452711,72.8970463
https://www.google.com/maps/place/Caf%C3%A9+New+York/data=!4m7!3m6!1s0x3be7ce0ea7ef5ff5:0xb74b40bfdf20ec11!8m2!3d18.9580255!4d72.8109831!16s%2Fg%2F1w96f6kc!19sChIJ9V_vpw7O5zsREewg379AS7c?authuser=0&hl=en&rclk=1,Café New York,4.3,"-2,917",other,"44, Dabholkar Building, N S Patkar Marg",18.9580255,72.8109831
https://www.google.com/maps/place/Cafe+Marine/data=!4m7!3m6!1s0x3be7ceced89b3d53:0x2cba7e26651384cd!8m2!3d19.0264315!4d72.8347984!16s%2Fg%2F11f547hpjq!19sChIJUz2b2M7O5zsRzYQTZSZ-uiw?authuser=0&hl=en&rclk=1,Cafe Marine,4.7,-38,other,2RGM+HWF,19.0264315,72.8347984
https://www.google.com/maps/place/Cafe+Lucky/data=!4m7!3m6!1s0x3be7c86ded542b17:0x3833e5ac20e09828!8m2!3d19.1019958!4d72.8826954!16s%2Fg%2F1tfm9q2k!19sChIJFytU7W3I5zsRKJjgIKzlMzg?authuser=0&hl=en&rclk=1,Cafe Lucky,4.4,-8,other,"4V2M+Q3W, Andheri Kurla Road, Andheri East, near Hari Masjid",19.1019958,72.8826954
https://www.google.com/maps/place/Cafe+Bollywood/data=!4m7!3m6!1s0x3be7c7cf528902a7:0xcedc77f1c8f08bb9!8m2!3d19.0988034!4d72.9166287!16s%2Fg%2F124yccb7l!19sChIJpwKJUs_H5zsRuYvwyPF33M4?authuser=0&hl=en&rclk=1,Cafe Bollywood,3.8,-197,other,"3rd Floor, R City Mall, Lal Bahadur Shastri Marg",19.0988034,72.9166287
https://www.google.com/maps/place/Caf%C3%A9+Arpan/data=!4m7!3m6!1s0x3be7c95fafd8388f:0x7beb8b8f5f76d393!8m2!3d19.085492!4d72.8292942!16s%2Fg%2F11gjn9q_ct!19sChIJjzjYr1_J5zsRk9N2X4-L63s?authuser=0&hl=en&rclk=1,Café Arpan,4.8,-410,other,"Shop No. 20, Juhu Ruturaj CHS Ltd, Juhu Tara Rd, opp. SNDT Womens University",19.085492,72.8292942
https://www.google.com/maps/place/Brakefree+Cafe/data=!4m7!3m6!1s0x3be7c92e6f1c9bb1:0xf947e20ec5800dea!8m2!3d19.0608492!4d72.8321773!16s%2Fg%2F11r_vp_4jh!19sChIJsZscby7J5zsR6g2AxQ7iR_k?authuser=0&hl=en&rclk=1,Brakefree Cafe,4.2,-41,other,"Title Waves, St Paul Media Complex, ST. PAUL'S INSTITUTE OF COMMUNICATION EDUCATION, Rd Number 24, opp. Duruelo Convent School",19.0608492,72.8321773
