map,name,rating,no of rating,type,address,Latitude,Longitude
https://www.google.com/maps/place/Madras+Talkies/data=!4m7!3m6!1s0x3be7cf2c27faaaab:0x6bbfaff87abce5d3!8m2!3d19.031795!4d72.8595542!16s%2Fg%2F11s6186ykx!19sChIJq6r6JyzP5zsR0-W8evivv2s?authuser=0&hl=en&rclk=1,Madras Talkies,4.4,-106,other,"Shop # 2, Rameshwar Bhavan, opp. Shanmukhananda, Flank Rd, near Gandhi Market",19.031795,72.8595542
https://www.google.com/maps/place/Pizza+By+The+Bay/data=!4m7!3m6!1s0x3be7d1e65933ff2d:0xa26cabde8d5d5c91!8m2!3d18.9331758!4d72.8239238!16s%2Fg%2F1tfb9mch!19sChIJLf8zWebR5zsRkVxdjd6rbKI?authuser=0&hl=en&rclk=1,Pizza By The Bay,4.2,"-24,450",other,"Soona Mahal, 143, Marine Dr",18.9331758,72.8239238
https://www.google.com/maps/place/UDIPI+REFRESHMENT/data=!4m7!3m6!1s0x3be7cedc43060801:0x58ffb350b86ccf08!8m2!3d19.0172006!4d72.843884!16s%2Fg%2F1tj3jjr7!19sChIJAQgGQ9zO5zsRCM9suFCz_1g?authuser=0&hl=en&rclk=1,UDIPI REFRESHMENT,3.9,"-2,165",other,"DSP Rd, 102/H, Lakhamsi Napoo Rd",19.0172006,72.843884
https://www.google.com/maps/place/Vrindavan+Veg+Restaurant/data=!4m7!3m6!1s0x3be7c91008fe11e7:0xcab757772ef3105e!8m2!3d19.0691528!4d72.8396378!16s%2Fg%2F1tf5zrrh!19sChIJ5xH-CBDJ5zsRXhDzLndXt8o?authuser=0&hl=en&rclk=1,Vrindavan Veg Restaurant,4.1,"-6,636",other,"Cosmos Commercial Centre, 3rd Rd, Near Railway Station",19.0691528,72.8396378
https://www.google.com/maps/place/Swaamys+cafe/data=!4m7!3m6!1s0x3be7cf6420d3f317:0x6f06511ff3aa7f20!8m2!3d19.0273796!4d72.8566356!16s%2Fg%2F11p6rftflp!19sChIJF_PTIGTP5zsRIH-q8x9RBm8?authuser=0&hl=en&rclk=1,Swaamys cafe,4.3,-3,other,"785, Nathalal Parekh Marg",19.0273796,72.8566356
https://www.google.com/maps/place/Shree+Ganesh+Fast+Food/data=!4m7!3m6!1s0x3be7cf40b451296d:0x6d46d5e9d8b7f0a4!8m2!3d18.944072!4d72.8277387!16s%2Fg%2F11fp1rsvz0!19sChIJbSlRtEDP5zsRpPC32OnVRm0?authuser=0&hl=en&rclk=1,Shree Ganesh Fast Food,,,other,"3rd Marine St, next to Ganesh stationery store",18.944072,72.8277387
https://www.google.com/maps/place/Laxmi+Snacks+Corner/data=!4m7!3m6!1s0x3be7d11fd2ec1add:0xa5b8d482b631ccfe!8m2!3d18.932295!4d72.8341706!16s%2Fg%2F11p0z6ffqv!19sChIJ3Rrs0h_R5zsR_swxtoLUuKU?authuser=0&hl=en&rclk=1,Laxmi Snacks Corner,5,-1,other,"10, Veer Nariman Rd",18.932295,72.8341706
https://www.google.com/maps/place/Baluchi+-+A+Pan+Indian+Destination/data=!4m7!3m6!1s0x3be7c86a851b641b:0x4d013b2cf566b1bf!8m2!3d19.1054985!4d72.8759222!16s%2Fg%2F1tx13vgv!19sChIJG2QbhWrI5zsRv7Fm9Sw7AU0?authuser=0&hl=en&rclk=1,Baluchi - A Pan Indian Destination,4.7,-432,other,"The Lalit Hotel Mumbai, Sahar Airport Road",19.1054985,72.8759222
https://www.google.com/maps/place/Anand+Bhavan+Restaurant/data=!4m7!3m6!1s0x3be7cef0221b620b:0xb653bb4f99a6efe1!8m2!3d19.0276547!4d72.8556872!16s%2Fg%2F1tdqy5tc!19sChIJC2IbIvDO5zsR4e-mmU-7U7Y?authuser=0&hl=en&rclk=1,Anand Bhavan Restaurant,4.2,"-5,261",other,"Ram Niwas, 461/A, King's Cir Flyover",19.0276547,72.8556872
https://www.google.com/maps/place/Smoke+House+Deli+Pali+Hill/data=!4m7!3m6!1s0x3be7c9131a7a9b27:0x65fdaa96b2c69374!8m2!3d19.0654511!4d72.8299418!16s%2Fg%2F11bbrk_bgl!19sChIJJ5t6GhPJ5zsRdJPGspaq_WU?authuser=0&hl=en&rclk=1,Smoke House Deli Pali Hill,4.2,"-3,389",other,"Madhu Milan Building, 33rd Rd, near Browni Point",19.0654511,72.8299418
https://www.google.com/maps/place/Anna+Breakfast/data=!4m7!3m6!1s0x3be7c9e4dc3e5b1f:0x6a5c6a25fc4faab1!8m2!3d19.0472586!4d72.8593004!16s%2Fg%2F11h261h46_!19sChIJH1s-3OTJ5zsRsapP_CVqXGo?authuser=0&hl=en&rclk=1,Anna Breakfast,,,other,"2VW5+WP3, Way to Khamdev Nagar",19.0472586,72.8593004
https://www.google.com/maps/place/Vakratund+sandwich+%26+breakfast+house/data=!4m7!3m6!1s0x3be7cfb162463107:0x2876706afb23cea8!8m2!3d19.0133089!4d72.8343424!16s%2Fg%2F11qp183zyh!19sChIJBzFGYrHP5zsRqM4j-2pwdig?authuser=0&hl=en&rclk=1,Vakratund sandwich & breakfast house,,,other,"Shivam Co-Operative Housing Society, Bhavani Shankar Rd",19.0133089,72.8343424
https://www.google.com/maps/place/Swastikas+food/data=!4m7!3m6!1s0x3be7cff5ac79b55f:0x71a2c2daba49b206!8m2!3d18.988121!4d72.831889!16s%2Fg%2F11q_kpvn91!19sChIJX7V5rPXP5zsRBrJJutrConE?authuser=0&hl=en&rclk=1,Swastikas food,5,-1,other,"D/16, NM Joshi Marg",18.988121,72.831889
https://www.google.com/maps/place/MALAN%27S+GRAND+MAMA%27S%23+%EF%B8%8F+EGG%27S+LOVERS/data=!4m7!3m6!1s0x3be7c98a25cfd081:0xf48de365a4c72882!8m2!3d19.0626222!4d72.8845404!16s%2Fg%2F11j4dn1hj4!19sChIJgdDPJYrJ5zsRgijHpGXjjfQ?authuser=0&hl=en&rclk=1,MALAN'S GRAND MAMA'S# ️ EGG'S LOVERS,5,-5,other,"INFRONT OF RUPAREL SOLITAIRE MAHESH SAMBHAJI RANE CHAUK, near NEW ENGLISH SCHOOL",19.0626222,72.8845404
https://www.google.com/maps/place/Rehmaniya+Tea+%26+Snacks+Point/data=!4m7!3m6!1s0x3be7c9cfc731200f:0x222fb62ff2477c02!8m2!3d19.0570691!4d72.8700416!16s%2Fg%2F11gr5z9108!19sChIJDyAxx8_J5zsRAnxH8i-2LyI?authuser=0&hl=en&rclk=1,Rehmaniya Tea & Snacks Point,5,-1,other,"Shree Dutta Mandir, Andheri - Kurla Rd",19.0570691,72.8700416
https://www.google.com/maps/place/Ruchira+Breakfast/data=!4m7!3m6!1s0x3be7c9b869849d13:0x7c885429f5d057e2!8m2!3d19.0382413!4d72.8627718!16s%2Fg%2F11g0mskft8!19sChIJE52EabjJ5zsR4lfQ9SlUiHw?authuser=0&hl=en&rclk=1,Ruchira Breakfast,,,other,"195, Rd Number 15",19.0382413,72.8627718
https://www.google.com/maps/place/Breakfast+cafe/data=!4m7!3m6!1s0x3be7b738a6765b5d:0x8384420174fa4b71!8m2!3d19.1276814!4d72.8365573!16s%2Fg%2F11r9v8c07q!19sChIJXVt2pji35zsRcUv6dAFChIM?authuser=0&hl=en&rclk=1,Breakfast cafe,,,other,,19.1276814,72.8365573
https://www.google.com/maps/place/SAWANT+SNACKS+CORNER/data=!4m7!3m6!1s0x3be7c9ae71b452e9:0xd73716f07db321cb!8m2!3d19.1010694!4d72.8634404!16s%2Fg%2F11fqt0q2sb!19sChIJ6VK0ca7J5zsRyyGzffAWN9c?authuser=0&hl=en&rclk=1,SAWANT SNACKS CORNER,5,-1,other,4V27+C9G,19.1010694,72.8634404
https://www.google.com/maps/place/Shamee%27s+Food+Space+By+Archie+Refreshments/data=!4m7!3m6!1s0x3be7cf4e29002231:0x85ef0e82408ef34f!8m2!3d18.9533682!4d72.8176442!16s%2Fg%2F11f6130pxn!19sChIJMSIAKU7P5zsRT_OOQIIO74U?authuser=0&hl=en&rclk=1,Shamee's Food Space By Archie Refreshments,4.7,-6,other,"Shop No 2, Zaveri Bldg, Ground Floor, opp. All Bless Baug",18.9533682,72.8176442
https://www.google.com/maps/place/A.Rama+Nayak%27s+Udipi+Idli+House/data=!4m7!3m6!1s0x3be7cf28c4780447:0xcca87ec23e8a1adf!8m2!3d19.0272958!4d72.8501956!16s%2Fg%2F1v1knb1t!19sChIJRwR4xCjP5zsR3xqKPsJ-qMw?authuser=0&hl=en&rclk=1,A.Rama Nayak's Udipi Idli House,4.4,"-2,930",other,Outside Matunga [Central] Railway Station,19.0272958,72.8501956
https://www.google.com/maps/place/Sheera+Upma+Center/data=!4m7!3m6!1s0x3be7cfcfcd3c8f4d:0xf46d7a22b1173e80!8m2!3d19.0357039!4d72.8576895!16s%2Fg%2F11pzrdc_1_!19sChIJTY88zc_P5zsRgD4XsSJ6bfQ?authuser=0&hl=en&rclk=1,Sheera Upma Center,,,other,"2VP5+73P, Bhaudaji Rd",19.0357039,72.8576895
,,,,,,#VALUE!,#VALUE!
https://www.google.com/maps/place/Jamjar+Diner+Restaurant/data=!4m7!3m6!1s0x3be7b6044fd19e2f:0x93f2e8e9daf2a18f!8m2!3d19.132869!4d72.8123201!16s%2Fg%2F1hhllf11z!19sChIJL57RTwS25zsRj6Hy2uno8pM?authuser=0&hl=en&rclk=1,Jamjar Diner Restaurant,4.2,"-3,928",other,"7A & 7B, JP Rd",19.132869,72.8123201
https://www.google.com/maps/place/Breakfast+Special/data=!4m7!3m6!1s0x3be7c91ca90a2433:0x4f4ec0016cb40497!8m2!3d19.1240313!4d72.8587002!16s%2Fg%2F11h037t7tl!19sChIJMyQKqRzJ5zsRlwS0bAHATk8?authuser=0&hl=en&rclk=1,Breakfast Special,3.9,-16,other,"Shop No 414 Pandurang Ravji Chawl Hanjer Nagar Rd, Malpa Dongri No 2, Pump House",19.1240313,72.8587002
https://www.google.com/maps/place/Prakash+Shakahari+Upahar+Kendra/data=!4m7!3m6!1s0x3be7cec550a6a4b5:0x4e9412e25becd458!8m2!3d19.0233499!4d72.8387262!16s%2Fg%2F1v9l97dm!19sChIJtaSmUMXO5zsRWNTsW-ISlE4?authuser=0&hl=en&rclk=1,Prakash Shakahari Upahar Kendra,4.4,"-6,719",other,"9/10, Horizon Building, Gokhale Rd N",19.0233499,72.8387262
https://www.google.com/maps/place/The+Brasserie/data=!4m7!3m6!1s0x3be7c84844b1b5b7:0x7a75de01f81a0eb9!8m2!3d19.104445!4d72.8712423!16s%2Fg%2F1vppq_f_!19sChIJt7WxREjI5zsRuQ4a-AHedXo?authuser=0&hl=en&rclk=1,The Brasserie,4.4,-658,other,Chhatrapati Shivaji Maharaj Int'l Airport Rd,19.104445,72.8712423
https://www.google.com/maps/place/Ice+n+Rolls/data=!4m7!3m6!1s0x3be7c9b880bd293f:0x587e974bcfbe55bb!8m2!3d19.1043061!4d72.8366325!16s%2Fg%2F1263nsn40!19sChIJPym9gLjJ5zsRu1W-z0uXflg?authuser=0&hl=en&rclk=1,Ice n Rolls,4,-861,other,"1st Road, opp. Shri Bhaidas Maganlal Sabhagriha, near Mithibai college",19.1043061,72.8366325
https://www.google.com/maps/place/Arockiya+Matha+Breakfast/data=!4m7!3m6!1s0x3be7c9ea22d39699:0xdf175fa20b70894b!8m2!3d19.1082115!4d72.826281!16s%2Fg%2F11rqslkcg_!19sChIJmZbTIurJ5zsRS4lwC6JfF98?authuser=0&hl=en&rclk=1,Arockiya Matha Breakfast,,,other,"Bus Depot, Shop No 1, Lane 2, Juhu Church Road, Juhu Tara, Juhu, near Juhu",19.1082115,72.826281
https://www.google.com/maps/place/24%2F7+Restaurant/data=!4m7!3m6!1s0x3be7c86a8598b1b1:0xcba651f48fee0c01!8m2!3d19.1055364!4d72.8758281!16s%2Fg%2F1q5bvhdj_!19sChIJsbGYhWrI5zsRAQzuj_RRpss?authuser=0&hl=en&rclk=1,24/7 Restaurant,4.6,-711,other,"The Lalit Mumbai, Airport Rd",19.1055364,72.8758281
https://www.google.com/maps/place/Anita%27s+Kitchen+-+Chembur/data=!4m7!3m6!1s0x3be7c734b5f205a5:0x1b148038b436918!8m2!3d19.0479254!4d72.911682!16s%2Fg%2F11kqwl0yr5!19sChIJpQXytTTH5zsRGGlDiwNIsQE?authuser=0&hl=en&rclk=1,Anita's Kitchen - Chembur,5,-1,other,"Ujagar Chambers, Chatrapati Shivaji Maharaj Chowk",19.0479254,72.911682
https://www.google.com/maps/place/Portals+Breakfast+Center/data=!4m7!3m6!1s0x3be7c74b76f91b3f:0xbb28f99ae52766f4!8m2!3d19.0409312!4d72.9471062!16s%2Fg%2F11p75kkfsr!19sChIJPxv5dkvH5zsR9GYn5Zr5KLs?authuser=0&hl=en&rclk=1,Portals Breakfast Center,,,other,"No-1, A Sector L-1 Lane Room, 1",19.0409312,72.9471062
https://www.google.com/maps/place/Banana+Leaf+Restaurant+versova/data=!4m7!3m6!1s0x3be7c9e1eed46c69:0x1f04332a4dfc5eec!8m2!3d19.125094!4d72.8225149!16s%2Fg%2F1ptxy0rsd!19sChIJaWzU7uHJ5zsR7F78TSozBB8?authuser=0&hl=en&rclk=1,Banana Leaf Restaurant versova,4.2,"-7,884",other,"Ground Floor, Shubham CHS, Juhu Versova Link Rd, opp. Bharat Nagar",19.125094,72.8225149
https://www.google.com/maps/place/Cafe+Udipi/data=!4m7!3m6!1s0x3be7c61fb3061209:0x5ff5d8c75004443!8m2!3d19.0615523!4d72.9007637!16s%2Fg%2F1tcycydp!19sChIJCRIGsx_G5zsRQ0QAdYxd_wU?authuser=0&hl=en&rclk=1,Cafe Udipi,4,"-1,858",other,"72, HIRA BAUG, STATIO, opp. CANARA BANK",19.0615523,72.9007637
https://www.google.com/maps/place/Muktas+Kitchen/data=!4m7!3m6!1s0x3be7c60919f1f187:0xc52535bc0c35641b!8m2!3d19.0473152!4d72.9143433!16s%2Fg%2F11cfbkqv9!19sChIJh_HxGQnG5zsRG2Q1DLw1JcU?authuser=0&hl=en&rclk=1,Muktas Kitchen,3.8,"-1,048",other,"5 & 6, Sai Commercial Centre, Govandi Road, Deonar, Govandi East",19.0473152,72.9143433
https://www.google.com/maps/place/Whatta+Waffle!/data=!4m7!3m6!1s0x3be7b61c213200dd:0x8cac8a535cb16ddc!8m2!3d19.1295244!4d72.8189304!16s%2Fg%2F11f33r4p7k!19sChIJ3QAyIRy25zsR3G2xXFOKrIw?authuser=0&hl=en&rclk=1,Whatta Waffle!,4.4,-615,other,"Shop No. 1, Vishal Nagar CHS Ltd Opp. Stomach Restaurant Seven Bunglows",19.1295244,72.8189304
https://www.google.com/maps/place/Arya+Bhavan/data=!4m7!3m6!1s0x3be7c99f33dd34a1:0xbda0c21763062026!8m2!3d19.1016967!4d72.845024!16s%2Fg%2F11h760ycg8!19sChIJoTTdM5_J5zsRJiAGYxfCoL0?authuser=0&hl=en&rclk=1,Arya Bhavan,4.1,"-1,780",other,"Shop No.19 Plot, Eastern Court, Ground, 83, Parleshwar Rd",19.1016967,72.845024
https://www.google.com/maps/place/Tea+Villa+Cafe+Juhu/data=!4m7!3m6!1s0x3be7c9ea5e6348b9:0xfbf85fe0cc65ebef!8m2!3d19.1143936!4d72.8259502!16s%2Fg%2F11c7sr1dxb!19sChIJuUhjXurJ5zsR7-tlzOBf-Ps?authuser=0&hl=en&rclk=1,Tea Villa Cafe Juhu,4.1,"-3,512",other,"Amar Mahal, Acharya Donde Marg, near Iskcon Temple",19.1143936,72.8259502
https://www.google.com/maps/place/salunkhe+breakfast+stall/data=!4m7!3m6!1s0x3be7c7b9bc7b17b7:0xbcae29e15286d361!8m2!3d19.0498479!4d72.9383239!16s%2Fg%2F11g22yz0pm!19sChIJtxd7vLnH5zsRYdOGUuEprrw?authuser=0&hl=en&rclk=1,salunkhe breakfast stall,4.8,-16,other,,19.0498479,72.9383239
https://www.google.com/maps/place/Citizen+restaurant/data=!4m7!3m6!1s0x3be7c8d0f9e0a425:0x1ccb49e3c5c542dc!8m2!3d19.0467298!4d72.8602881!16s%2Fg%2F11ggbnhqsn!19sChIJJaTg-dDI5zsR3ELFxeNJyxw?authuser=0&hl=en&rclk=1,Citizen restaurant,3.9,-724,other,90 Feet Rd,19.0467298,72.8602881
https://www.google.com/maps/place/Pappilon+Fast+Food+Corner+Irla/data=!4m7!3m6!1s0x3be7c9c63afdc557:0x34b4f277cda9b886!8m2!3d19.1081026!4d72.8383517!16s%2Fg%2F1td7ls8n!19sChIJV8X9OsbJ5zsRhripzXfytDQ?authuser=0&hl=en&rclk=1,Pappilon Fast Food Corner Irla,4,"-2,082",other,"Shop no. 1, New Hazrabai House, 2, Irla Rd, near Cooper hospital",19.1081026,72.8383517
https://www.google.com/maps/place/Dev+Brekfast+Stall/data=!4m7!3m6!1s0x3be7c9c33cb1954b:0x976e6f43d615ee4!8m2!3d19.082983!4d72.8269112!16s%2Fg%2F11rvdd88l2!19sChIJS5WxPMPJ5zsR5F5hPfTmdgk?authuser=0&hl=en&rclk=1,Dev Brekfast Stall,2,-1,other,"Shop No 3, HB Gawde Marg",19.082983,72.8269112
https://www.google.com/maps/place/VIG+Refreshments/data=!4m7!3m6!1s0x3be7c8abcef7c45b:0x5467acf3faf44aea!8m2!3d19.0456438!4d72.8953449!16s%2Fg%2F1jglzvbbp!19sChIJW8T3zqvI5zsR6kr0-vOsZ1Q?authuser=0&hl=en&rclk=1,VIG Refreshments,4,"-5,339",other,,19.0456438,72.8953449
https://www.google.com/maps/place/Ganga+Veg+Fast+Food/data=!4m7!3m6!1s0x3be7c8236e2fa615:0xa54afbe77bd5df28!8m2!3d19.1209372!4d72.8703621!16s%2Fg%2F11dxdf60qv!19sChIJFaYvbiPI5zsRKN_Ve-f7SqU?authuser=0&hl=en&rclk=1,Ganga Veg Fast Food,3.9,-460,other,"The Paradise by Tunga Hotel Western Suburbs, P 16, MIDC Central Rd, Near Samriddhi Ventrure Park",19.1209372,72.8703621
https://www.google.com/maps/place/Spice+It/data=!4m7!3m6!1s0x3be7c84d19c398bf:0x7b73fd4dac4e5b8a!8m2!3d19.0966897!4d72.8534425!16s%2Fg%2F1pzpkkj_x!19sChIJv5jDGU3I5zsRiltOrE39c3s?authuser=0&hl=en&rclk=1,Spice It,4,-143,other,"Plot No F 77 Vile Parle East, Junction of Nehru Road",19.0966897,72.8534425
https://www.google.com/maps/place/Anand+Stall/data=!4m7!3m6!1s0x3be7c9b88ab6b4a7:0x492e7caca9aff06b!8m2!3d19.1030568!4d72.836737!16s%2Fg%2F1tg9llql!19sChIJp7S2irjJ5zsRa_Cvqax8Lkk?authuser=0&hl=en&rclk=1,Anand Stall,4.2,"-8,382",other,"Gulmohar Road No. 1, Opp. Mithibai College, Vile Parle West",19.1030568,72.836737
https://www.google.com/maps/place/Food+For+Your+Cafe/data=!4m7!3m6!1s0x3be7c981a508d2a3:0x7c69bc86ed411518!8m2!3d19.0670127!4d72.8961196!16s%2Fg%2F11ts43whhn!19sChIJo9IIpYHJ5zsRGBVB7Ya8aXw?authuser=0&hl=en&rclk=1,Food For Your Cafe,,,other,NDR 14,19.0670127,72.8961196
https://www.google.com/maps/place/Blessed+Breakfast+Corner/data=!4m7!3m6!1s0x3be7c9630397d4ef:0x216c6a3c0f799735!8m2!3d19.0661763!4d72.8912383!16s%2Fg%2F11rj4mb167!19sChIJ79SXA2PJ5zsRNZd5DzxqbCE?authuser=0&hl=en&rclk=1,Blessed Breakfast Corner,,,other,"Shop No, 1, Tilak Nagar Railway Station Rd",19.0661763,72.8912383
https://www.google.com/maps/place/Sai+krishna/data=!4m7!3m6!1s0x3be7c828efcd1171:0xb19718840f42d2a0!8m2!3d19.125662!4d72.8613089!16s%2Fg%2F1tf34f12!19sChIJcRHN7yjI5zsRoNJCD4QYl7E?authuser=0&hl=en&rclk=1,Sai krishna,3.8,"-2,661",other,31 Ground Floor Hanuman Mandir,19.125662,72.8613089
https://www.google.com/maps/place/Ayyappan+Pure+Veg+Hotel/data=!4m7!3m6!1s0x3be7c89f81e0ce87:0x327170d8857157ea!8m2!3d19.0641069!4d72.8958421!16s%2Fg%2F11bt_h1m96!19sChIJh87ggZ_I5zsR6ldxhdhwcTI?authuser=0&hl=en&rclk=1,Ayyappan Pure Veg Hotel,4.2,"-2,363",other,"Shop No, 72, Shell Colony Rd",19.0641069,72.8958421
https://www.google.com/maps/place/Kitchen+Garden+Juhu/data=!4m7!3m6!1s0x3be7c931e2b3cd53:0xe7f64a30a634a798!8m2!3d19.1055148!4d72.8261653!16s%2Fg%2F11fk3xmncd!19sChIJU82z4jHJ5zsRmKc0pjBK9uc?authuser=0&hl=en&rclk=1,Kitchen Garden Juhu,4.2,-621,other,"28/29, 16/28-29, Janki Kutir, 28/29, Juhu Church Rd",19.1055148,72.8261653
https://www.google.com/maps/place/Peshwa+Pavilion/data=!4m7!3m6!1s0x3be7c846e0e1512f:0xdd51b67c02a795aa!8m2!3d19.1039406!4d72.8696246!16s%2Fg%2F11c60mq83r!19sChIJL1Hh4EbI5zsRqpWnAny2Ud0?authuser=0&hl=en&rclk=1,Peshwa Pavilion,4.7,"-2,594",other,"International Airport, Itc Maratha, Chhatrapati Shivaji Maharaj Int'l Airport Rd",19.1039406,72.8696246
https://www.google.com/maps/place/Kale+%26+Kaff%C3%A9/data=!4m7!3m6!1s0x3be7c98052b7062d:0x829f97c5e9834589!8m2!3d19.0932205!4d72.8285736!16s%2Fg%2F11j7yg1cr5!19sChIJLQa3UoDJ5zsRiUWD6cWXn4I?authuser=0&hl=en&rclk=1,Kale & Kaffé,4.7,-34,other,"Emerald Hotel, Ground Floor, Juhu Tara Rd",19.0932205,72.8285736
https://www.google.com/maps/place/High+Point+Veg+Restaurant/data=!4m7!3m6!1s0x3be7b6143b6e3ad3:0xe8e29a42e83bac81!8m2!3d19.1441911!4d72.824043!16s%2Fg%2F11b5ypym0v!19sChIJ0zpuOxS25zsRgaw76EKa4ug?authuser=0&hl=en&rclk=1,High Point Veg Restaurant,4,"-6,495",other,"Shop No.1 & 2, Citizen Apartments, 3rd Cross Rd",19.1441911,72.824043
https://www.google.com/maps/place/Jyoti+Pure+Veg/data=!4m7!3m6!1s0x3be7c8390d3c037d:0x7b73a23e072b4985!8m2!3d19.1112521!4d72.8670774!16s%2Fg%2F1tcv9c0j!19sChIJfQM8DTnI5zsRhUkrBz6ic3s?authuser=0&hl=en&rclk=1,Jyoti Pure Veg,3.8,"-2,478",other,"Greenland Apartments, B-2, Shriniwas Bagarka Rd",19.1112521,72.8670774
https://www.google.com/maps/place/Chamunda+Fast+Food/data=!4m7!3m6!1s0x3be7c9b1e2f5a66f:0x55d52317e750659d!8m2!3d19.0935146!4d72.8447601!16s%2Fg%2F11t5n4bxjd!19sChIJb6b14rHJ5zsRnWVQ5xcj1VU?authuser=0&hl=en&rclk=1,Chamunda Fast Food,5,-1,other,"Kurle Garage, A1 Kurle Shopping Center, NP Thakkar Rd",19.0935146,72.8447601
https://www.google.com/maps/place/KRVIAES+Canteen/data=!4m7!3m6!1s0x3be7c949ce860513:0x8ea2a68bb29e9d89!8m2!3d19.1120398!4d72.8323277!16s%2Fg%2F11vkjx00pj!19sChIJEwWGzknJ5zsRiZ2esoumoo4?authuser=0&hl=en&rclk=1,KRVIAES Canteen,,,other,4R6J+RW8,19.1120398,72.8323277
https://www.google.com/maps/place/Geeta+Refreshments/data=!4m7!3m6!1s0x3be7c9b6a71478fd:0xe718ed397e6984e7!8m2!3d19.1005593!4d72.8448026!16s%2Fg%2F1yg578ml_!19sChIJ_XgUp7bJ5zsR54RpfjntGOc?authuser=0&hl=en&rclk=1,Geeta Refreshments,4.3,-91,other,"4R2V+6WF, Below Dinanath Mangeshkar Natyagru ha / Municipal Market, opp",19.1005593,72.8448026
https://www.google.com/maps/place/Geeta+Bhavan/data=!4m7!3m6!1s0x3be7c61e4887f5eb:0x426e6fbb29587cee!8m2!3d19.0607403!4d72.9004352!16s%2Fg%2F1tgpr232!19sChIJ6_WHSB7G5zsR7nxYKbtvbkI?authuser=0&hl=en&rclk=1,Geeta Bhavan,4,"-3,642",other,"70/H, Geetmala Building, Dayanand Saraswati Rd",19.0607403,72.9004352
https://www.google.com/maps/place/99+PANCAKES/data=!4m7!3m6!1s0x3be7c602b6bbabdd:0xe0d33fc2eda1b49a!8m2!3d19.052173!4d72.8999463!16s%2Fg%2F11hbc1z393!19sChIJ3au7tgLG5zsRmrSh7cI_0-A?authuser=0&hl=en&rclk=1,99 PANCAKES,4.2,-602,other,"Shop no 18, Shri Sunder CHS ltd,, Next to Kaventers, Chembur",19.052173,72.8999463
https://www.google.com/maps/place/Solitaire/data=!4m7!3m6!1s0x3be7c8397b13ee17:0x3639f8ae20d77d1c!8m2!3d19.1127879!4d72.8647735!16s%2Fg%2F1tfgbp_t!19sChIJF-4TeznI5zsRHH3XIK74OTY?authuser=0&hl=en&rclk=1,Solitaire,4.4,-198,other,Andheri - Kurla Rd,19.1127879,72.8647735
https://www.google.com/maps/place/The+Homemade+Cafe+Juhu/data=!4m7!3m6!1s0x3be7c9566f2dda2f:0xa91fed9c2d03fa03!8m2!3d19.1037346!4d72.8269505!16s%2Fg%2F11h7c_cw4d!19sChIJL9otb1bJ5zsRA_oDLZztH6k?authuser=0&hl=en&rclk=1,The Homemade Cafe Juhu,4.4,"-1,722",other,opposite to Mahesh lunch home,19.1037346,72.8269505
https://www.google.com/maps/place/Udipi+Vihar+%28Ghatkopar+West%29/data=!4m7!3m6!1s0x3be7c7cdeb4ed99f:0xf4882e58b42b51fa!8m2!3d19.0926682!4d72.9117933!16s%2Fg%2F1vzn40dk!19sChIJn9lO683H5zsR-lErtFguiPQ?authuser=0&hl=en&rclk=1,Udipi Vihar (Ghatkopar West),3.8,"-1,785",other,Lal Bahadur Shastri Marg,19.0926682,72.9117933
https://www.google.com/maps/place/Bangalore+Dosawala/data=!4m7!3m6!1s0x3be7c97bb0a095db:0xc20549f872e7f4f!8m2!3d19.1015621!4d72.8404226!16s%2Fg%2F11h7cbycn6!19sChIJ25WgsHvJ5zsRT38uh59UIAw?authuser=0&hl=en&rclk=1,Bangalore Dosawala,2.5,-2,other,"1 Gul Manzil, Sarojini Rd",19.1015621,72.8404226
https://www.google.com/maps/place/Krishnaa+Leela/data=!4m7!3m6!1s0x3be7c42d3db37717:0x341f1bb2f9c5d61!8m2!3d19.0539754!4d72.8938156!16s%2Fg%2F1hjhby13g!19sChIJF3ezPS3E5zsRYV2cL7vxQQM?authuser=0&hl=en&rclk=1,Krishnaa Leela,4.1,"-1,674",other,"Dewan Niketan, Chembur Naka, Next to Akbarally's, Sion - Trombay Rd",19.0539754,72.8938156
"https://www.google.com/maps/place/Ram+Vijay+Hindu+Hotel,+Zoya+House/data=!4m7!3m6!1s0x3be7b609bfca37f3:0xd757dfd7a5903373!8m2!3d19.139931!4d72.8059239!16s%2Fg%2F1pp2wzcct!19sChIJ8zfKvwm25zsRczOQpdffV9c?authuser=0&hl=en&rclk=1","Ram Vijay Hindu Hotel, Zoya House",3.8,-75,other,"Tere Gully, 2, Pandurang Ramle Marg",19.139931,72.8059239
https://www.google.com/maps/place/Rama+Krishna+Restaurant/data=!4m7!3m6!1s0x3be7c9b14df91a0b:0xd7ebd30b6db43e23!8m2!3d19.0987696!4d72.844398!16s%2Fg%2F1tdckfgn!19sChIJCxr5TbHJ5zsRIz60bQvT69c?authuser=0&hl=en&rclk=1,Rama Krishna Restaurant,4.2,"-9,791",other,"148, Nehru Rd",19.0987696,72.844398
